id,ses_parent1_edu,ses_parent2_edu,ses_household_income,ses_school_type,ses_housing_type,ses_household_size,ses_home_area,ses_device_access,ses_internet_quality,ses_lang_cantonese,ses_lang_mandarin,ses_lang_english,ses_lang_other,ses_financial_constraint,ai_course_taken,ai_concept_data_bias_r,ai_ability_training_data,ai_concept_blackbox_r,ai_ability_explainability,ai_concept_input_variation_r,ai_ability_input_sensitivity,ai_concept_prompt_wording_r,ai_ability_prompting,ai_concept_social_ethics_r,ai_ability_social_ethics,med_conceptual_exposure_1,med_conceptual_exposure_2,med_practical_ai_use_1,med_practical_ai_use_2,med_learning_ecology_1,med_learning_ecology_2,med_language_load_1,med_language_load_2,med_epistemic_stance_1,med_epistemic_stance_2,course,ses_parent1_edu_num,ses_parent2_edu_num,ses_household_income_num,ses_school_type_num,ses_housing_type_num,ses_household_size_num,ses_home_area_num,ses_device_access_num,ses_internet_quality_num,ses_financial_constraint_num,ai_course_taken_num,ai_concept_data_bias_r_num,ai_ability_training_data_num,ai_concept_blackbox_r_num,ai_ability_explainability_num,ai_concept_input_variation_r_num,ai_ability_input_sensitivity_num,ai_concept_prompt_wording_r_num,ai_ability_prompting_num,ai_concept_social_ethics_r_num,ai_ability_social_ethics_num,med_conceptual_exposure_1_num,med_conceptual_exposure_2_num,med_practical_ai_use_1_num,med_practical_ai_use_2_num,med_learning_ecology_1_num,med_learning_ecology_2_num,med_language_load_1_num,med_language_load_2_num,med_epistemic_stance_1_num,med_epistemic_stance_2_num,ai_concept_data_bias_scored_num,ai_concept_blackbox_scored_num,ai_concept_input_variation_scored_num,ai_concept_prompt_wording_scored_num,ai_concept_social_ethics_scored_num,ai_ability_training_data_scored_num,ai_ability_explainability_scored_num,ai_ability_input_sensitivity_scored_num,ai_ability_prompting_scored_num,ai_ability_social_ethics_scored_num,ai_lit_score,ses_device_access_scored_num,ses_internet_quality_scored_num,ses_financial_constraint_scored_num,ses_index,conceptual_exposure_score,practical_ai_use_score,learning_ecology_score,language_load_score,epistemic_stance_score,ai_factor1_score,ai_factor2_score,ses_factor1_score,ses_factor2_score
vpbzm22,6 : Postgraduate degree,6 : Postgraduate degree,"5 : HKD 50,000 or above",4 : Others,3 : Private Housing – Owned,4 : 4 people,3 : 400–599 square feet (37–56 m$^2$),"1 : Yes, I had my own personal device.",3 : Often unstable or slow,0,0,0,1,2 : Rarely (around 1-33\%),1,1 : 1 = Strongly disagree,3 : 3 = Not sure,2 : 2 = Disagree,5 : 5 = Strongly agree,5 : 5 = Strongly agree,5 : 5 = Strongly agree,2 : 2 = Disagree,5 : 5 = Strongly agree,2 : 2 = Disagree,5 : 5 = Strongly agree,1 : 1 = Never,1 : 1 = Not at all familiar,5 : 5 = Very often,2 : 2 = Rarely,1 : 1 = Never,1 : 1 = Not available at all,2 : 2 = Rarely,1 : 1 = Never,5 : 5 = Extremely comfortable,3 : 3 = Sometimes,1111,6,6,5,4,3,4,3,1,3,2,1,1,3,2,5,5,5,2,5,2,5,1,1,5,2,1,1,2,1,5,3,5,4,1,4,4,3,5,5,5,5,4.1,3,1,3,0.0078739326171294,1.0,3.5,1.0,1.5,4.0,0.35908969650942074,1.1408110402235012,1.3201598570268491,0.6490570236795866
Femsh28,5 : Bachelor's degree,5 : Bachelor's degree,"5 : HKD 50,000 or above",3 : International school,3 : Private Housing – Owned,6 : 6 or more people,5 : 800 square feet or above (74 m$^2$ or above),"1 : Yes, I had my own personal device.",2 : Generally stable but occasionally unreliable,0,0,1,1,2 : Rarely (around 1-33\%),1,4 : 4 = Agree,2 : 2 = Disagree,1 : 1 = Strongly disagree,5 : 5 = Strongly agree,4 : 4 = Agree,4 : 4 = Agree,2 : 2 = Disagree,5 : 5 = Strongly agree,1 : 1 = Strongly disagree,5 : 5 = Strongly agree,1 : 1 = Never,1 : 1 = Not at all familiar,3 : 3 = Sometimes,3 : 3 = Sometimes,1 : 1 = Never,5 : 5 = Extremely available,3 : 3 = Sometimes,1 : 1 = Never,3 : 3 = Moderately comfortable,3 : 3 = Sometimes,1111,5,5,5,3,3,6,5,1,2,2,1,4,2,1,5,4,4,2,5,1,5,1,1,3,3,1,5,3,1,3,3,2,5,2,4,5,2,5,4,5,5,3.9,3,2,3,0.27469632118062953,1.0,3.0,3.0,2.0,3.0,0.5230262170785284,0.8128179339587546,0.5830258072869688,0.5872844602667422
sskyfa16,4 : Post-secondary education (non-degree),3 : Secondary education,"4 : HKD 32,000–49,999",3 : International school,1 : Public Rental Housing (PRH),6 : 6 or more people,3 : 400–599 square feet (37–56 m$^2$),"1 : Yes, I had my own personal device.",2 : Generally stable but occasionally unreliable,0,0,1,1,3 : Sometimes (around 34-66\%),1,2 : 2 = Disagree,3 : 3 = Not sure,2 : 2 = Disagree,3 : 3 = Not sure,2 : 2 = Disagree,2 : 2 = Disagree,1 : 1 = Strongly disagree,5 : 5 = Strongly agree,1 : 1 = Strongly disagree,5 : 5 = Strongly agree,2 : 2 = Rarely,3 : 3 = Moderately familiar,2 : 2 = Rarely,2 : 2 = Rarely,3 : 3 = Sometimes,2 : 2 = Slightly available,3 : 3 = Sometimes,1 : 1 = Never,4 : 4 = Very comfortable,3 : 3 = Sometimes,1111,4,3,4,3,1,6,3,1,2,3,1,2,3,2,3,2,2,1,5,1,5,2,3,2,2,3,2,3,1,4,3,4,4,4,5,5,3,3,2,5,5,4.0,3,2,2,-0.5853032772251143,2.5,2.0,2.5,2.0,3.5,1.372806236742754,0.31520775542156737,-0.6933800259116393,-0.8456029397608621
nndnx23,5 : Bachelor's degree,5 : Bachelor's degree,"3 : HKD 14,800–31,999",2 : Direct Subsidy Scheme (DSS) school,3 : Private Housing – Owned,6 : 6 or more people,3 : 400–599 square feet (37–56 m$^2$),"1 : Yes, I had my own personal device.",1 : Stable and high-speed,0,0,0,1,1 : Never (0\%),1,2 : 2 = Disagree,4 : 4 = Agree,1 : 1 = Strongly disagree,2 : 2 = Disagree,2 : 2 = Disagree,2 : 2 = Disagree,4 : 4 = Agree,4 : 4 = Agree,2 : 2 = Disagree,4 : 4 = Agree,2 : 2 = Rarely,1 : 1 = Not at all familiar,4 : 4 = Often,2 : 2 = Rarely,2 : 2 = Rarely,3 : 3 = Moderately available,5 : 5 = Very often,2 : 2 = Rarely,4 : 4 = Very comfortable,4 : 4 = Often,1111,5,5,3,2,3,6,3,1,1,1,1,2,4,1,2,2,2,4,4,2,4,2,1,4,2,2,3,5,2,4,4,4,5,4,2,4,4,2,2,4,4,3.5,3,3,4,0.21774409174426004,1.5,3.0,2.5,3.5,4.0,0.7211826723393547,-0.4388884009961783,0.39255963906131064,-0.06310650703368385
jl,4 : Post-secondary education (non-degree),3 : Secondary education,"3 : HKD 14,800–31,999",3 : International school,3 : Private Housing – Owned,2 : 2 people,5 : 800 square feet or above (74 m$^2$ or above),"1 : Yes, I had my own personal device.",2 : Generally stable but occasionally unreliable,0,1,0,0,1 : Never (0\%),1,4 : 4 = Agree,3 : 3 = Not sure,2 : 2 = Disagree,4 : 4 = Agree,4 : 4 = Agree,4 : 4 = Agree,4 : 4 = Agree,4 : 4 = Agree,4 : 4 = Agree,4 : 4 = Agree,2 : 2 = Rarely,2 : 2 = Slightly familiar,3 : 3 = Sometimes,2 : 2 = Rarely,3 : 3 = Sometimes,3 : 3 = Moderately available,3 : 3 = Sometimes,2 : 2 = Rarely,3 : 3 = Moderately comfortable,3 : 3 = Sometimes,1111,4,3,3,3,3,2,5,1,2,1,1,4,3,2,4,4,4,4,4,4,4,2,2,3,2,3,3,3,2,3,3,2,4,2,2,2,3,4,4,4,4,3.1,3,2,4,-0.16338154144653583,2.0,2.5,3.0,2.5,3.0,-1.172918075887271,-0.21284893122527243,-0.5734708883971681,0.7639801735791621
jueace07,5 : Bachelor's degree,2 : Primary education,"4 : HKD 32,000–49,999",3 : International school,3 : Private Housing – Owned,2 : 2 people,2 : 200–399 square feet (19–37 m$^2$),"1 : Yes, I had my own personal device.",1 : Stable and high-speed,0,1,0,0,1 : Never (0\%),1,3 : 3 = Not sure,2 : 2 = Disagree,2 : 2 = Disagree,4 : 4 = Agree,2 : 2 = Disagree,4 : 4 = Agree,2 : 2 = Disagree,4 : 4 = Agree,3 : 3 = Not sure,4 : 4 = Agree,3 : 3 = Sometimes,2 : 2 = Slightly familiar,4 : 4 = Often,3 : 3 = Sometimes,1 : 1 = Never,3 : 3 = Moderately available,4 : 4 = Often,3 : 3 = Sometimes,3 : 3 = Moderately comfortable,3 : 3 = Sometimes,1111,5,2,4,3,3,2,2,1,1,1,1,3,2,2,4,2,4,2,4,3,4,3,2,4,3,1,3,4,3,3,3,3,4,4,4,3,2,4,4,4,4,3.6,3,3,4,-0.10348001608713407,2.5,3.5,2.0,3.5,3.0,-0.04576306125250538,-0.604275858546047,-0.7683035548987104,0.39322091083515875
Maaae31,5 : Bachelor's degree,6 : Postgraduate degree,"5 : HKD 50,000 or above",3 : International school,2 : Subsidised Home Ownership Housing,3 : 3 people,3 : 400–599 square feet (37–56 m$^2$),"1 : Yes, I had my own personal device.",2 : Generally stable but occasionally unreliable,1,0,0,0,1 : Never (0\%),1,2 : 2 = Disagree,4 : 4 = Agree,4 : 4 = Agree,4 : 4 = Agree,4 : 4 = Agree,4 : 4 = Agree,2 : 2 = Disagree,4 : 4 = Agree,2 : 2 = Disagree,4 : 4 = Agree,3 : 3 = Sometimes,3 : 3 = Moderately familiar,3 : 3 = Sometimes,4 : 4 = Often,2 : 2 = Rarely,4 : 4 = Very available,2 : 2 = Rarely,2 : 2 = Rarely,3 : 3 = Moderately comfortable,3 : 3 = Sometimes,1111,5,6,5,3,2,3,3,1,2,1,1,2,4,4,4,4,4,2,4,2,4,3,3,3,4,2,4,2,2,3,3,4,2,2,4,4,4,4,4,4,4,3.6,3,2,4,0.32211604935300675,3.0,3.5,3.0,2.0,3.0,-0.07151615582866828,0.24954560979006457,0.9670287890315915,0.7349061316205545
bgwgj22,6 : Postgraduate degree,6 : Postgraduate degree,"5 : HKD 50,000 or above",3 : International school,3 : Private Housing – Owned,3 : 3 people,5 : 800 square feet or above (74 m$^2$ or above),"1 : Yes, I had my own personal device.",1 : Stable and high-speed,0,1,0,0,1 : Never (0\%),1,3 : 3 = Not sure,4 : 4 = Agree,2 : 2 = Disagree,5 : 5 = Strongly agree,4 : 4 = Agree,2 : 2 = Disagree,4 : 4 = Agree,5 : 5 = Strongly agree,1 : 1 = Strongly disagree,3 : 3 = Not sure,3 : 3 = Sometimes,2 : 2 = Slightly familiar,4 : 4 = Often,2 : 2 = Rarely,3 : 3 = Sometimes,4 : 4 = Very available,2 : 2 = Rarely,2 : 2 = Rarely,3 : 3 = Moderately comfortable,2 : 2 = Rarely,1111,6,6,5,3,3,3,5,1,1,1,1,3,4,2,5,4,2,4,5,1,3,3,2,4,2,3,4,2,2,3,2,3,4,2,2,5,4,5,2,5,3,3.5,3,3,4,0.9328652546694751,2.5,3.0,3.5,2.0,2.5,0.36100283967717206,0.6288184040953291,1.3575868960415294,1.3176082615617317
mykav12,6 : Postgraduate degree,6 : Postgraduate degree,"5 : HKD 50,000 or above",2 : Direct Subsidy Scheme (DSS) school,3 : Private Housing – Owned,6 : 6 or more people,5 : 800 square feet or above (74 m$^2$ or above),"1 : Yes, I had my own personal device.",1 : Stable and high-speed,1,0,0,0,1 : Never (0\%),1,3 : 3 = Not sure,4 : 4 = Agree,4 : 4 = Agree,4 : 4 = Agree,3 : 3 = Not sure,4 : 4 = Agree,2 : 2 = Disagree,4 : 4 = Agree,2 : 2 = Disagree,4 : 4 = Agree,5 : 5 = Very often,1 : 1 = Not at all familiar,4 : 4 = Often,4 : 4 = Often,5 : 5 = Very often,3 : 3 = Moderately available,3 : 3 = Sometimes,2 : 2 = Rarely,3 : 3 = Moderately comfortable,3 : 3 = Sometimes,1111,6,6,5,2,3,6,5,1,1,1,1,3,4,4,4,3,4,2,4,2,4,5,1,4,4,5,3,3,2,3,3,3,2,3,4,4,4,4,4,4,4,3.6,3,3,4,0.9328652546694751,3.0,4.0,4.0,2.5,3.0,-0.1628673474103049,0.15652745853133232,1.2292001998958617,0.8325914479876102
frbdx09,6 : Postgraduate degree,6 : Postgraduate degree,"5 : HKD 50,000 or above",3 : International school,3 : Private Housing – Owned,1 : 1 person,5 : 800 square feet or above (74 m$^2$ or above),"1 : Yes, I had my own personal device.",1 : Stable and high-speed,0,1,0,0,1 : Never (0\%),0,4 : 4 = Agree,5 : 5 = Strongly agree,4 : 4 = Agree,3 : 3 = Not sure,4 : 4 = Agree,4 : 4 = Agree,3 : 3 = Not sure,5 : 5 = Strongly agree,4 : 4 = Agree,4 : 4 = Agree,3 : 3 = Sometimes,3 : 3 = Moderately familiar,3 : 3 = Sometimes,4 : 4 = Often,3 : 3 = Sometimes,4 : 4 = Very available,4 : 4 = Often,3 : 3 = Sometimes,2 : 2 = Slightly comfortable,3 : 3 = Sometimes,1111,6,6,5,3,3,1,5,1,1,1,0,4,5,4,3,4,4,3,5,4,4,3,3,3,4,3,4,4,3,2,3,2,2,2,3,2,5,3,4,5,4,3.2,3,3,4,0.9328652546694751,3.0,3.5,3.5,3.5,2.5,-1.4487202793621385,0.5649806684812065,1.5924472248856834,2.774469257486313
frszl15,5 : Bachelor's degree,3 : Secondary education,"4 : HKD 32,000–49,999",3 : International school,4 : Private Housing – Rented,3 : 3 people,2 : 200–399 square feet (19–37 m$^2$),"1 : Yes, I had my own personal device.",1 : Stable and high-speed,0,1,0,0,2 : Rarely (around 1-33\%),1,2 : 2 = Disagree,3 : 3 = Not sure,4 : 4 = Agree,5 : 5 = Strongly agree,2 : 2 = Disagree,4 : 4 = Agree,2 : 2 = Disagree,4 : 4 = Agree,3 : 3 = Not sure,3 : 3 = Not sure,2 : 2 = Rarely,3 : 3 = Moderately familiar,3 : 3 = Sometimes,3 : 3 = Sometimes,3 : 3 = Sometimes,3 : 3 = Moderately available,2 : 2 = Rarely,2 : 2 = Rarely,3 : 3 = Moderately comfortable,3 : 3 = Sometimes,1111,5,3,4,3,4,3,2,1,1,2,1,2,3,4,5,2,4,2,4,3,3,2,3,3,3,3,3,2,2,3,3,4,2,4,4,3,3,5,4,4,3,3.6,3,3,3,-0.15324301290048328,2.5,3.0,3.0,2.0,3.0,-0.2845028435214918,-0.4342919298826965,-0.36521051964578666,-0.2135154952054867
cssae03,6 : Postgraduate degree,6 : Postgraduate degree,"5 : HKD 50,000 or above",4 : Others,3 : Private Housing – Owned,4 : 4 people,4 : 600–799 square feet (56–74 m$^2$),"2 : Yes, but I shared it with family members.",2 : Generally stable but occasionally unreliable,1,0,1,0,1 : Never (0\%),0,2 : 2 = Disagree,2 : 2 = Disagree,2 : 2 = Disagree,3 : 3 = Not sure,3 : 3 = Not sure,2 : 2 = Disagree,4 : 4 = Agree,4 : 4 = Agree,2 : 2 = Disagree,4 : 4 = Agree,3 : 3 = Sometimes,2 : 2 = Slightly familiar,3 : 3 = Sometimes,3 : 3 = Sometimes,2 : 2 = Rarely,2 : 2 = Slightly available,2 : 2 = Rarely,2 : 2 = Rarely,2 : 2 = Slightly comfortable,2 : 2 = Rarely,1111,6,6,5,4,3,4,4,2,2,1,0,2,2,2,3,3,2,4,4,2,4,3,2,3,3,2,2,2,2,2,2,4,4,3,2,4,2,3,2,4,4,3.2,2,2,4,0.19133180033536115,2.5,3.0,2.0,2.0,2.0,0.39437417764108845,-0.6252298376177161,1.3106148302726985,1.0262360623768154
lrrya30,3 : Secondary education,3 : Secondary education,"5 : HKD 50,000 or above",1 : Government or Aided school,2 : Subsidised Home Ownership Housing,3 : 3 people,3 : 400–599 square feet (37–56 m$^2$),"1 : Yes, I had my own personal device.",1 : Stable and high-speed,1,0,0,0,1 : Never (0\%),1,2 : 2 = Disagree,3 : 3 = Not sure,2 : 2 = Disagree,3 : 3 = Not sure,4 : 4 = Agree,4 : 4 = Agree,2 : 2 = Disagree,5 : 5 = Strongly agree,2 : 2 = Disagree,4 : 4 = Agree,4 : 4 = Often,1 : 1 = Not at all familiar,3 : 3 = Sometimes,4 : 4 = Often,3 : 3 = Sometimes,3 : 3 = Moderately available,2 : 2 = Rarely,2 : 2 = Rarely,3 : 3 = Moderately comfortable,3 : 3 = Sometimes,1111,3,3,5,1,2,3,3,1,1,1,1,2,3,2,3,4,4,2,5,2,4,4,1,3,4,3,3,2,2,3,3,4,4,2,4,4,3,3,4,5,4,3.7,3,3,4,0.020991949922525573,2.5,3.5,3.0,2.0,3.0,0.28832299783368637,0.24512721714634894,-1.0919383354982508,0.22727743258876468
anckb24,6 : Postgraduate degree,6 : Postgraduate degree,"5 : HKD 50,000 or above",3 : International school,4 : Private Housing – Rented,4 : 4 people,5 : 800 square feet or above (74 m$^2$ or above),"1 : Yes, I had my own personal device.",1 : Stable and high-speed,1,0,1,0,1 : Never (0\%),1,1 : 1 = Strongly disagree,5 : 5 = Strongly agree,1 : 1 = Strongly disagree,5 : 5 = Strongly agree,1 : 1 = Strongly disagree,1 : 1 = Strongly disagree,1 : 1 = Strongly disagree,5 : 5 = Strongly agree,1 : 1 = Strongly disagree,5 : 5 = Strongly agree,3 : 3 = Sometimes,3 : 3 = Moderately familiar,4 : 4 = Often,4 : 4 = Often,2 : 2 = Rarely,3 : 3 = Moderately available,1 : 1 = Never,1 : 1 = Never,5 : 5 = Extremely comfortable,5 : 5 = Very often,1111,6,6,5,3,4,4,5,1,1,1,1,1,5,1,5,1,1,1,5,1,5,3,3,4,4,2,3,1,1,5,5,5,5,5,5,5,5,5,1,5,5,4.6,3,3,4,0.9328652546694751,3.0,4.0,2.5,1.0,5.0,2.0503357278669805,1.0146518684165549,1.2940360909172706,0.8727274014019372
bumna20,5 : Bachelor's degree,4 : Post-secondary education (non-degree),"4 : HKD 32,000–49,999",3 : International school,4 : Private Housing – Rented,3 : 3 people,3 : 400–599 square feet (37–56 m$^2$),"1 : Yes, I had my own personal device.",1 : Stable and high-speed,0,0,0,1,1 : Never (0\%),1,1 : 1 : Strongly disagree,4 : 4 : Agree,2 : 2 : Disagree,3 : 3 : Not sure,2 : 2 : Disagree,2 : 2 : Disagree,2 : 2 : Disagree,4 : 4 : Agree,2 : 2 : Disagree,5 : 5 : Strongly agree,4 : 4 : Often,4 : 4 : Very familiar,4 : 4 : Often,3 : 3 : Sometimes,3 : 3 : Sometimes,4 : 4 : Very available,1 : 1 : Never,1 : 1 : Never,3 : 3 : Moderately comfortable,4 : 4 : Often,1204,5,4,4,3,4,3,3,1,1,1,1,1,4,2,3,2,2,2,4,2,5,4,4,4,3,3,4,1,1,3,4,5,4,4,4,4,4,3,2,4,5,3.9,3,3,4,0.2350971704989448,4.0,3.5,3.5,1.0,3.5,1.093482735442946,0.005313009083332654,0.06472874255978295,0.26972246161377644
prynb19,5 : Bachelor's degree,5 : Bachelor's degree,"3 : HKD 14,800–31,999",3 : International school,4 : Private Housing – Rented,3 : 3 people,4 : 600–799 square feet (56–74 m$^2$),"1 : Yes, I had my own personal device.",1 : Stable and high-speed,0,0,0,1,1 : Never (0\%),1,2 : 2 : Disagree,5 : 5 : Strongly agree,2 : 2 : Disagree,4 : 4 : Agree,1 : 1 : Strongly disagree,1 : 1 : Strongly disagree,1 : 1 : Strongly disagree,5 : 5 : Strongly agree,1 : 1 : Strongly disagree,5 : 5 : Strongly agree,5 : 5 : Very often,5 : 5 : Extremely familiar,5 : 5 : Very often,5 : 5 : Very often,5 : 5 : Very often,5 : 5 : Extremely available,2 : 2 : Rarely,1 : 1 : Never,4 : 4 : Very comfortable,5 : 5 : Very often,1204,5,5,3,3,4,3,4,1,1,1,1,2,5,2,4,1,1,1,5,1,5,5,5,5,5,5,5,2,1,4,5,4,4,5,5,5,5,4,1,5,5,4.3,3,3,4,0.33138424348661033,5.0,5.0,5.0,1.5,4.5,1.629055590003604,0.8364323881609738,0.48675307118823896,0.15913707087121565
Kz,5 : Bachelor's degree,5 : Bachelor's degree,"1 : Below HKD 10,700",1 : Government or Aided school,3 : Private Housing – Owned,3 : 3 people,3 : 400–599 square feet (37–56 m$^2$),"1 : Yes, I had my own personal device.",1 : Stable and high-speed,0,0,0,1,1 : Never (0\%),1,1 : 1 : Strongly disagree,2 : 2 : Disagree,1 : 1 : Strongly disagree,4 : 4 : Agree,2 : 2 : Disagree,4 : 4 : Agree,1 : 1 : Strongly disagree,4 : 4 : Agree,2 : 2 : Disagree,5 : 5 : Strongly agree,3 : 3 : Sometimes,3 : 3 : Moderately familiar,5 : 5 : Very often,3 : 3 : Sometimes,4 : 4 : Often,4 : 4 : Very available,3 : 3 : Sometimes,2 : 2 : Rarely,4 : 4 : Very comfortable,4 : 4 : Often,1204,5,5,1,1,3,3,3,1,1,1,1,1,2,1,4,2,4,1,4,2,5,3,3,5,3,4,4,3,2,4,4,5,5,4,5,4,2,4,4,4,5,4.2,3,3,4,-0.04189910060883811,3.0,4.0,4.0,2.5,4.0,1.1921260049202542,-0.20958743523817358,0.28796810446415305,-0.6171966893558498
pldlct04,6 : Postgraduate degree,4 : Post-secondary education (non-degree),"4 : HKD 32,000–49,999",1 : Government or Aided school,4 : Private Housing – Rented,3 : 3 people,4 : 600–799 square feet (56–74 m$^2$),"1 : Yes, I had my own personal device.",1 : Stable and high-speed,1,0,0,0,1 : Never (0\%),1,3 : 3 : Not sure,4 : 4 : Agree,2 : 2 : Disagree,2 : 2 : Disagree,2 : 2 : Disagree,4 : 4 : Agree,3 : 3 : Not sure,3 : 3 : Not sure,4 : 4 : Agree,5 : 5 : Strongly agree,4 : 4 : Often,2 : 2 : Slightly familiar,4 : 4 : Often,5 : 5 : Very often,4 : 4 : Often,2 : 2 : Slightly available,5 : 5 : Very often,3 : 3 : Sometimes,3 : 3 : Moderately comfortable,4 : 4 : Often,1204,6,4,4,1,4,3,4,1,1,1,1,3,4,2,2,2,4,3,3,4,5,4,2,4,5,4,2,5,3,3,4,3,4,4,3,2,4,2,4,3,5,3.4,3,3,4,0.46446647190684703,3.0,4.5,3.0,4.0,3.5,-0.4735339835159948,-0.7374530632669042,0.25826432479730765,0.20236212710732124
mbsnr08,5 : Bachelor's degree,5 : Bachelor's degree,"3 : HKD 14,800–31,999",1 : Government or Aided school,3 : Private Housing – Owned,4 : 4 people,5 : 800 square feet or above (74 m$^2$ or above),"1 : Yes, I had my own personal device.",1 : Stable and high-speed,0,0,1,1,1 : Never (0\%),1,3 : 3 : Not sure,4 : 4 : Agree,4 : 4 : Agree,4 : 4 : Agree,2 : 2 : Disagree,2 : 2 : Disagree,2 : 2 : Disagree,4 : 4 : Agree,4 : 4 : Agree,4 : 4 : Agree,3 : 3 : Sometimes,4 : 4 : Very familiar,3 : 3 : Sometimes,2 : 2 : Rarely,3 : 3 : Sometimes,2 : 2 : Slightly available,3 : 3 : Sometimes,2 : 2 : Rarely,4 : 4 : Very comfortable,3 : 3 : Sometimes,1204,5,5,3,1,3,4,5,1,1,1,1,3,4,4,4,2,2,2,4,4,4,3,4,3,2,3,2,3,2,4,3,3,2,4,4,2,4,4,2,4,4,3.3,3,3,4,0.4450243952289606,3.5,2.5,2.5,2.5,3.5,-0.594891920807085,-0.3575164596038675,0.37573159911661613,0.1438856524563707
nrjha16,3 : Secondary education,3 : Secondary education,"2 : HKD 10,700–14,799",1 : Government or Aided school,3 : Private Housing – Owned,4 : 4 people,2 : 200–399 square feet (19–37 m$^2$),"1 : Yes, I had my own personal device.",2 : Generally stable but occasionally unreliable,1,0,1,0,3 : Sometimes (around 34-66\%),1,3 : 3 : Not sure,3 : 3 : Not sure,3 : 3 : Not sure,3 : 3 : Not sure,3 : 3 : Not sure,3 : 3 : Not sure,3 : 3 : Not sure,3 : 3 : Not sure,3 : 3 : Not sure,3 : 3 : Not sure,3 : 3 : Sometimes,4 : 4 : Very familiar,2 : 2 : Rarely,2 : 2 : Rarely,2 : 2 : Rarely,3 : 3 : Moderately available,2 : 2 : Rarely,2 : 2 : Rarely,3 : 3 : Moderately comfortable,2 : 2 : Rarely,1204,3,3,2,1,3,4,2,1,2,3,1,3,3,3,3,3,3,3,3,3,3,3,4,2,2,2,3,2,2,3,2,3,3,3,3,3,3,3,3,3,3,3.0,3,2,2,-1.0743157709861149,3.5,2.0,2.5,2.0,2.5,-0.44952256556344,-1.2850803977550864,-1.1438784729549378,-1.2420340598132866
tddj04,5 : Bachelor's degree,3 : Secondary education,"5 : HKD 50,000 or above",1 : Government or Aided school,3 : Private Housing – Owned,3 : 3 people,3 : 400–599 square feet (37–56 m$^2$),"1 : Yes, I had my own personal device.",1 : Stable and high-speed,1,0,0,0,1 : Never (0\%),1,3 : 3 : Not sure,4 : 4 : Agree,3 : 3 : Not sure,5 : 5 : Strongly agree,4 : 4 : Agree,4 : 4 : Agree,4 : 4 : Agree,5 : 5 : Strongly agree,4 : 4 : Agree,4 : 4 : Agree,3 : 3 : Sometimes,3 : 3 : Moderately familiar,3 : 3 : Sometimes,3 : 3 : Sometimes,3 : 3 : Sometimes,2 : 2 : Slightly available,3 : 3 : Sometimes,2 : 2 : Rarely,4 : 4 : Very comfortable,3 : 3 : Sometimes,1204,5,3,5,1,3,3,3,1,1,1,1,3,4,3,5,4,4,4,5,4,4,3,3,3,3,3,2,3,2,4,3,3,3,2,2,2,4,5,4,5,4,3.4,3,3,4,0.25245024925362963,3.0,3.0,2.5,2.5,3.5,-1.1568760143719201,0.7490885017299054,-0.43895951703477654,0.5471640584320647
hkjov08,5 : Bachelor's degree,5 : Bachelor's degree,"3 : HKD 14,800–31,999",1 : Government or Aided school,2 : Subsidised Home Ownership Housing,4 : 4 people,4 : 600–799 square feet (56–74 m$^2$),"1 : Yes, I had my own personal device.",2 : Generally stable but occasionally unreliable,1,0,0,1,3 : Sometimes (around 34-66\%),1,2 : 2 : Disagree,5 : 5 : Strongly agree,2 : 2 : Disagree,5 : 5 : Strongly agree,1 : 1 : Strongly disagree,3 : 3 : Not sure,2 : 2 : Disagree,4 : 4 : Agree,1 : 1 : Strongly disagree,5 : 5 : Strongly agree,2 : 2 : Rarely,3 : 3 : Moderately familiar,4 : 4 : Often,3 : 3 : Sometimes,3 : 3 : Sometimes,2 : 2 : Slightly available,2 : 2 : Rarely,3 : 3 : Sometimes,1 : 1 : Not comfortable at all,5 : 5 : Very often,1204,5,5,3,1,2,4,4,1,2,3,1,2,5,2,5,1,3,2,4,1,5,2,3,4,3,3,2,2,3,1,5,4,4,5,4,5,5,5,3,4,5,4.4,3,2,2,-0.2608185371500325,2.5,3.5,2.5,2.5,3.0,1.2994290209573651,0.7645932787817056,0.3782429132694895,-0.7639810859129653
hgedt05,5 : Bachelor's degree,5 : Bachelor's degree,"5 : HKD 50,000 or above",1 : Government or Aided school,4 : Private Housing – Rented,4 : 4 people,5 : 800 square feet or above (74 m$^2$ or above),"1 : Yes, I had my own personal device.",1 : Stable and high-speed,0,1,0,1,2 : Rarely (around 1-33\%),1,3 : 3 : Not sure,4 : 4 : Agree,2 : 2 : Disagree,5 : 5 : Strongly agree,1 : 1 : Strongly disagree,2 : 2 : Disagree,3 : 3 : Not sure,5 : 5 : Strongly agree,2 : 2 : Disagree,4 : 4 : Agree,3 : 3 : Sometimes,2 : 2 : Slightly familiar,5 : 5 : Very often,3 : 3 : Sometimes,3 : 3 : Sometimes,3 : 3 : Moderately available,4 : 4 : Often,4 : 4 : Often,4 : 4 : Very comfortable,4 : 4 : Often,1204,5,5,5,1,4,4,5,1,1,2,1,3,4,2,5,1,2,3,5,2,4,3,2,5,3,3,3,4,4,4,4,3,4,5,3,4,4,5,2,5,4,3.9,3,3,3,0.5424360733468453,2.5,4.0,3.0,4.0,4.0,0.5646249168696229,0.5116860395152227,0.4388468565044905,0.2650157199021407
